"Data Collection: ID","Data Collection: Data Collection Name","Evaluating Laboratory Name","LabNamePermission","Type of Facility","Country","Other Country","City","Sample Set","Sample Type","Other Sample Type","Sample Population","Other Sample Population","Source Population of Samples","Other Source Population","Reference Method","Other Reference Method","RT-PCR","Reference Test Name","Type of Index Test","Repeats","Other Repeats","Blinding","Other Blinding","Type of Antibody Test","Other Type of Antibody Test","Name of Antibody Test_1","Name of Antibody Test other","AB:Manufacturer_1","AB:Manufacturer other","AB:Catalog Number","AB:Lot Number","Target Marker","Antigen Used for Detection","AB:Sample Type","Other Sample Type AB","AB:Use Case","Other Use Case","AB:Days of Sickness","AB:Total Positive","AB:Total Negative","AB:True Positive","AB:True Negative","AB:Sensitivity","AB:Specificity","AB:Total Positive_early","AB:Total Negative_early","AB:True Positive_early","AB:True Negative_early","AB:Sensitivity_early","AB:Specificity_early","AB:Total Positive_middle","AB:Total Negative_middle","AB:True Positive_middle","AB:True Negative_middle","AB:Sensitivity_middle","AB:Specificity_middle","AB:Total Positive_late","AB:Total Negative_late","AB:True Positive_late","AB:True Negative_late","AB:Sensitivity_late","AB:Specificity_late","AB:Estimated LoD","AB:LoD Unit","Other AB:LoD Unit","AB:Higher_Cut-off","AB:Lower Cut-off","Type of Antigen Test","Other Type of Antigen Test","Name of Antigen Test_1","Name of Antigen Test other","AT:Manufacturer_1","AT:Manufacturer other","AT:Catalog Number","AT:Lot Number","Target Antigen","AT:Sample Type","Other Sample Type AT","AT:Days of Sickness","AT:Total Positive","AT:Total Negative","AT:True Positive","AT:True Negative","AT:Sensitivity","AT:Specificity","AT:Total Positive_early","AT:Total Negative_early","AT:True Negative_early","AT:True Positive_early","AT:Sensitivity_early","AT:Specificity_early","AT:Total Positive_middle","AT:Total Negative_middle","AT:True Positive_middle","AT:True Negative_middle","AT:Sensitivity_middle","AT:Specificity_middle","AT:Total Positive_late","AT:Total Negative_late","AT:True Positive_late","AT:True Negative_late","AT:Sensitivity_late","AT:Specificity_late","AT:Estimated LoD","AT:LoD Unit","Other AT:LoD Unit","AT:Higher Cut-off","AT:Lower Cut-off","Type of Molecular Test","Other Type of Moleculer Test","Name of Molecular Test_2","Name of Molecular Test other","MT:Manufacturer_1","MT:Manufacturer other","MT:Catalog Number","MT:Lot Number","Template Type","RNA Extraction Kit Used","MT:Sample Type","Other Sample Type MT","MT:Days of Sickness","MT:Total Positive","MT:Total Negative","MT:True Positive","MT:True Negative","MT:Sensitivity","MT:Specificity","MT:Total Positive_early","MT:Total Negative_early","MT:True Positive_early","MT:True Negative_early","MT:Sensitivity_early","MT:Specificity_early","MT:Total Positive_middle","MT:Total Negative_middle","MT:True Positive_middle","MT:True Negative_middle","MT:Sensitivity_middle","MT:Specificity_middle","MT:Total Positive_late","MT:Total Negative_late","MT:True Positive_late","MT:True Negative_late","MT:Sensitivity_late","MT:Specificity_late","MT:Estimated LoD","MT:LoD Unit","Other MT:LoD Unit","Ct Value","Results Published","Link to Publication","DOI","Comments"
"a1L1r0000090jpY","a1L1r0000090jpY","Department of Laboratory Medicine, Medical University of Vienna, Vienna, Austria","Yes","Public Health","Austria","","","","Other","Not available","Confirmed COVID-19 patients","","","","Clinical examination; RT-PCR","","Undefined method","","Antibody test","No replicates","","Not blinded to reference results","","Other","Chemiluminescent microparticle immunoassay (CMIA)","Abbott Architect SARS-CoV-2 IgG","","Abbott Laboratories","","","","IgG","","Serum","","Detection of past infection","","Total; Late (>14)","","1154","","1145","","99.2","","","","","","","","","","","","","65","","55","","84.6","","","","","≥1.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.06.04.20117911v3.full.pdf","10.1101/2020.06.04.20117911","Controls: Pre-pandemic controls

Median time from symptom onset to analysis: 41 [28-49] days"
"a1L1r0000090gKG","a1L1r0000090gKG","Centre National de Référence (CNR) Virus des Infections Respiratoires","Yes","Public Health","France","","Paris","Retrospective set","Other","Respiratory specimen","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","SuperScript™ III Platinum® One-Step Quantitative RT-PCR System (Réf. Invitrogen 1732-020).","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","The Novel Coronavirus (2019-nCoV) Nucleic Acid Test Kit","","GeneFirst Ltd","","","","Frozen RNA","","Other","Respiratory specimen","Not available","8","2","8","2","","","","","","","","","","","","","","","","","","","","","","","","36.7","Yes","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","","Ct value reported is for weakest sample pool"
"a1L1r0000090gyE","a1L1r0000090gyE","Uppsala University Hospital","Yes","Hospital","Sweden","","Uppsala","Retrospective set","Other","Not available","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Undefined method","","Antibody test","Not available","","Not available","","Rapid diagnostic test (RDT)","","COVID-19 IgG/IgM Rapid Test","","Zhejiang Orient Gene Biotech","","GCCOV-402","2003242","IgG","","Serum; Whole blood","","Detection of current infection; Detection of past infection","","Not available","29","124","27","123","93.1","99.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.tandfonline.com/doi/full/10.1080/20008686.2020.1754538#aHR0cHM6Ly93d3cudGFuZGZvbmxpbmUuY29tL2RvaS9wZGYvMTAuMTA4MC8yMDAwODY4Ni4yMDIwLjE3NTQ1Mzg/bmVlZEFjY2Vzcz10cnVlQEBAMA==","10.1080/20008686.2020.1754538",""
"a1L1r0000090gKL","a1L1r0000090gKL","Centre National de Référence (CNR) Virus des Infections Respiratoires","Yes","Public Health","France","","Paris","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","SuperScript™ III Platinum® One-Step Quantitative RT-PCR System (Réf. Invitrogen 1732-020).","Molecular test","Other","High concentration pools: tested once; Low/neg concentration pools: tested in triplicate","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","Other","Bio-T kit SARS-CoV-2","Other","biosellal","","","Frozen RNA","Extraction NucleoSpin Dx Virus (Réf. Macherey Nagel 740895.50)","Nasopharyngeal swabs","","Not available","8","1","8","1","","","","","","","","","","","","","","","","","","","","","","","","38.0","Yes","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","","Ct value reported is for weakest sample pool

Amplification on ABI 7500 Fast

Target: Gene E; ORF1ab"
"a1L1r0000090gMC","a1L1r0000090gMC","Centre National de Référence (CNR) Virus des Infections Respiratoires","Yes","Public Health","France","","Paris","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","SuperScript™ III Platinum® One-Step Quantitative RT-PCR System (Réf. Invitrogen 1732-020).","Molecular test","Other","High concentration pools: tested once; Low/neg concentration pools: tested in triplicate","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","SARS-CoV-2 Real Time PCR LAB-KIT™","","BIOMAXIMA S.A.","","","","Frozen RNA","Extraction NucleoSpin Dx Virus (Réf. Macherey Nagel 740895.50)","Nasopharyngeal swabs","","Not available","7","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","38.1","Yes","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","","Ct value reported for lowest detectable concentration of pooled sample"
"a1L1r0000090hoV","a1L1r0000090hiH","Institute for Medical Virology, University Hospital, Goethe University","Yes","Hospital","Germany","","Frankfurt","Prospectively collected set","Other","Not available","Confirmed COVID-19 patients","","Moderate; Severe","","RT-PCR","","Undefined method","","Antibody test","Not available","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","COVID-19 ELISA IgG","","Vircell S.L.","","","","IgG","Nucleocapsid protein; Spike protein","Plasma; Serum","","Detection of current infection","","Total; Early (~1-7); Intermediate (~8-14)","33","24","28","20","","83.3","17","","12","","70.6","","16","","16","","100.0","","","","","","","","","","","Ratio >0.6","Ratio <0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.biorxiv.org/content/biorxiv/early/2020/05/10/2020.05.08.085506.full.pdf","10.1101/2020.05.08.085506","Control: samples of individuals with selected PCR- or serologically-confirmed infections"
"a1L1r0000090gMR","a1L1r0000090gMR","Centre National de Référence (CNR) Virus des Infections Respiratoires","Yes","Public Health","France","","Paris","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","SuperScript™ III Platinum® One-Step Quantitative RT-PCR System (Réf. Invitrogen 1732-020).","Molecular test","Other","High concentration pools: tested once; Low/neg concentration pools: tested in triplicate","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","Other","ID HRM SARS-COV-2 Triplex","Other","ID.VET","","","Frozen RNA","Extraction NucleoSpin Dx Virus (Réf. Macherey Nagel 740895.50)","Nasopharyngeal swabs","","Not available","8","1","8","1","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","","Analysis of results through online software; no Ct values given, only binary outcome"
"a1L1r0000090k78","a1L1r0000090k78","Department of Pathology and Laboratory Medicine, Warren Alpert Medical School of Brown University","Yes","Hospital","United States of America (USA)","","Providence, Rhode Island","Not available","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Undefined method","","Antibody test","Not available","","Not available","","Other","Chemiluminescent microparticle immunoassay (CMIA)","Abbott Architect SARS-CoV-2 IgG","","Abbott Laboratories","","","","IgG","","Plasma; Serum","","Detection of past infection","","Total; Late (>14)","","1059","","1055","","99.6","","","","","","","","","","","","","28","","28","","100.0","","","","","Ratio >= 1.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.biorxiv.org/content/10.1101/2020.05.29.124776v1.full.pdf","10.1101/2020.05.29.124776","Analysis on an Abbott Architect i1000 analyzer"
"a1L1r0000090k8f","a1L1r0000090k8f","Konventhospital Barmherzige Brueder Linz and Ordensklinikum Linz Barmherzige Schwester","Yes","Hospital","Austria","","Linz","Not available","Other","Not available","Not available","","Not available","","RT-PCR","","Undefined method","","Antibody test","Duplicates","","Blinded to reference results","","Other","Electrochemiluminescence immunoassay (ECLIA)","Elecsys Anti‐SARS‐CoV‐2","","Roche","","","49025801","Total Ig","Nucleocapsid protein","Plasma","","Detection of current infection; Detection of past infection","","Total; Intermediate (~8-14); Late (>14)","","456","","455","","99.8","","","","","","","17","","13","","76.5","","18","","18","","100.0","","0.1","Other","COI","≥1.0","<1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.sciencedirect.com/science/article/pii/S0009898120302618?via%3Dihub#!","10.1016/j.cca.2020.05.049",""
"a1L1r0000090gx6","a1L1r0000090gx6","Taizhou Hospital, Wenzhou Medical University","Yes","Hospital","China","","Linhai","Prospectively collected set","Nasopharyngeal swabs; Oropharyngeal swabs","","Symptomatic patients","","Severe; Other","","RT-PCR","","Undefined method","","Antibody test","Not available","","Not available","","Rapid diagnostic test (RDT)","","Novel Coronavirus (SARS-CoV-2) Antibody (IgM / IgG) Test (Colloidal Gold)","","Shanghai Outdo Biotech Co., Ltd","","","20200101","IgG; IgM","","Serum","","Detection of current infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","97","53","69","51","71.1","96.2","40","","22","","55.0","","33","","24","","73.0","","24","","23","","96.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7191168/pdf/ajtr0012-1348.pdf","Not available",""
"a1L1r0000090gxB","a1L1r0000090gxB","Dipartimento di Medicina Clinica e Sperimentale, University of Catania,","Yes","Public Health","Italy","","Catania","Prospectively collected set","Nasopharyngeal swabs; Other","Bronchial aspirate","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Undefined method","","Antibody test","Not available","","Not available","","Rapid diagnostic test (RDT)","","2019-nCoV IgG/IgM Rapid Testing Kit","","Beijing Diagreat Biotechnologies Co., Ltd","","","","IgG; IgM","","Whole blood","","Not available","","Total","23","14","19","13","82.6","92.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7177053/pdf/main.pdf","10.1016/j.jinf.2020.04.022","The time from symptoms onset to antibody testing ranged from 3 to 34 days."
"a1L1r0000090n1V","a1L1r0000090n1V","Diagnostic & Research Institute of Hygiene, Microbiology and Environmental Medicine, Medical University of Graz","Yes","Public Health","Austria","","Graz","Prospectively collected set","Nasopharyngeal swabs; Oropharyngeal swabs","","Symptomatic patients","","Not available","","RT-PCR","","Commercal kit","cobas®6800 SARS-CoV-2 RT-PCRassay (lot no.G06568)","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","VIASURE SARS-CoV-2 S gene Real Time PCR Detection Kit adapted for BD MAX™ System","","CerTest Biotec, S.L.","","","NCO124-00","","","Nasopharyngeal swabs; Oropharyngeal swabs","","Not available","68","27","47","27","69.1","100.0","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.clinicalmicrobiologyandinfection.com/action/showPdf?pii=S1198-743X%2820%2930382-7","10.1016/j.cmi.2020.06.036",""
"a1L1r000008brEd","a1L1r000008brEY","National Institute for Communicable Diseases (NICD)","Yes","Public Health","South Africa","","","Not available","Nasopharyngeal swabs","","Not available","","Not available","","RT-PCR","","Commercal kit","Seegene","Molecular test","No replicates","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","COVID-19 Nucleic Acid Detection Kit (Multiplex Real Time PCR)","","Sansure Biotech, Inc.","","","","Not available","MagnaPure 96","Nasopharyngeal swabs","","Total","16","5","15","4","93.7","80.0","","","","","","","","","","","","","","","","","","","0.1","copy / microL","","","No","","",""
"a1L1r000008brF7","a1L1r000008brEY","National Institute for Communicable Diseases (NICD)","Yes","Public Health","South Africa","","","Not available","Nasopharyngeal swabs","","Not available","","Not available","","RT-PCR","","Commercal kit","Seegene","Molecular test","No replicates","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","Other","LightMix Modular SARS-CoV-2 (COVID19)","Other","TIB Molbiol/Roche Diagnostics","","","Not available","MagnaPure 96","Nasopharyngeal swabs","","Total","20","7","16","7","80.0","100.0","","","","","","","","","","","","","","","","","","","0.0","copy / microL","","","No","","","LoD: 0.01 copies/uM Egene; 0.1 copies/uM Ngene; 0.15 copies/uM RdRP"
